"nombre;""rut"";""estado"";""categoria"";""tipo"";""segmentos"";""region"";""comuna"";""telefono"";""dir_comercial"";""dir_despacho"";""contacto_despacho"";""despacho"";""transportadora"";""dir_transportadora"";""compras"";""cobranzas"";""recepcion"";""marcas_propias"";""marcas_competencia"";""vendedor"""
"SOC COMERCIAL E INVERSIONES FERIMOTOS LIMITADA;""76232490-3"";""Cliente"";""3"";""Tienda de repuestos"";""Tienda"";""Metropolitana"";""Santiago Centro"";""+56 995313974"";""LIRA 675, Santiago Centro, Metropolitana"";"""";"""";""Retiro en tienda"";"""";"""";""MICHEL"";"""";"""";""Ipone"";"""";"""""
"SOC COMERCIAL OFICINTA LIMITADA;""79702500-3"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Shinko"";"""";"""""
"SOC. COM. SOLUCION ACTIVA LTDA.;""76156877-9"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";"""""
"SOCIEDAD 4 RIDER SPA;""77612404-4"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Bridgestone, Shinko"";"""";""Claudio Leclerc"""
"SOCIEDAD COMERCIAL MARQUEZ SPA;""77152847-3"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Gibson"";"""";"""""
"SOCIEDAD COMERCIAL STAR OIL LIMITADA;""76943779-7"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Bridgestone"";"""";"""""
"SOCIEDAD DE INVERSIONES FRC MOTOSPORE LTDA;""77679232-2"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Motoz, Shinko"";"""";"""""
"SOCIEDAD DE PROCESAMIENTO DE MADERAS SAN PEDRO LIM;""76220394-4"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";"""""
"SOCIEDAD DE VENTA DE ART?CULOS DEPORTIVOS SANKAYU;""76947205-3"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";"""""
"SOCIEDAD EXPORTADORA VALLE DEL LIMARI LIMITADA;""77041853-4"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Motoz, Monkey, Gibson"";"""";"""""
"SOCIEDAD IBACACHE-VINOLY LIMITADA;""76164969-8"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Monkey"";"""";"""""
"SOCIEDAD MEJIA SPA;""76653556-9"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Gibson, Ipone"";"""";""Claudio Leclerc"""
"SOCIEDAD MOTOAVENTURA LTDA;""77463360-K"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone, Motoz, Shinko"";"""";"""""
"SOCIEDAD MOTOS JV LTDA.;""76429577-3"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Bridgestone, Ipone, Motoz, Shinko"";"""";"""""
"SOCIEDAD TOLEDO Y TOLEDO LIMITADA;""77546771-1"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";"""""
"SOCIEDAD TURISTICA ADVPATAGONIA SPA;""78075803-1"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";"""""
"Stephanie;""18903990-5"";""Cliente"";""3"";""Tienda de repuestos"";"""";""Magallanes"";""Punta Arenas"";"""";""Francisco Roux 0338, Punta Arenas, Magallanes"";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";"""""
"STUNTBARS SPA;""78144277-1"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";""La Reina"";""56993959004"";""Los Herreros 8752, La Reina"";"""";"""";""Retiro en tienda"";"""";"""";""Guillermo"";"""";"""";""Ipone"";"""";""Claudio Leclerc"""
"STUNTHOUSE SPA;""77427699-8"";""Cliente"";""3"";""Tienda de repuestos"";"""";""Metropolitana"";""La Reina"";""+56988032436"";""LOS EBANISTAS 8532, LA REINA, La Reina, Metropolitana"";"""";"""";""Retiro en tienda"";"""";"""";""WALTER"";"""";"""";""Ipone, Monkey"";"""";""Claudio Leclerc"""
"TALLER DE MOTOCICLETAS CESAR RAFAEL CARPIO GARCIA.;""77880966-4"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";""Claudio Leclerc"""
"TALLER IGUANA MOTOS LIMITADA;""76491838-K"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";"""""
"TALLER IRON CAGE SPA;""77942411-1"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";"""""
"THE CLANDESTINO GARAGE SPA;""77890627-9"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Bridgestone, Motoz, Shinko, Ipone, Monkey"";"""";""Sebastián Agusto"""
"TODOLED SPA;""77794535-1"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Shinko"";"""";"""""
"TOMAS COOPER;""20999947-1"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";""Vitacura"";""+56982218794"";""Las hualtatas int 5415 depto 66 Región Metropolitana de Santiago Vitacura 5415, Vitacura"";"""";"""";""Retiro en tienda"";"""";"""";""TOMAS COOPER"";"""";"""";""Shinko"";"""";"""""
"TONINO MOTOS;""78978250-4"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Shinko"";"""";"""""
"TOP RACING MOTORBIKE SPA;""78124301-9"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone, Monkey"";"""";""Claudio Leclerc"""
"TRACK MOTO CHILE SPA;""77060107-K"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Monkey"";"""";"""""
"TRAIL STORE;""76839761-9"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";""+56957383853"";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Bridgestone"";"""";"""""
"TRANSPORTE PROCARGO SPA;""77331717-8"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";"""""
"TRANSPORTE Y EVENTOS INFANTILES OMAR ISAAC VALLEJI;""76421886-8"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";"""""
"TRANSPORTES KAP LIMITADA;""76190855-3"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";"""""
"TRANSPORTES MUÑOZ SPA;""77441818-0"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";""Sebastián Agusto"""
"TRANSPORTES MUÑOZ SPA TECNIMOTOS;""77.441.818-0"";""Cliente"";""3"";""Tienda de repuestos"";""Taller"";""Metropolitana"";""Conchali"";""+56947062025"";""NAHUELBUTA 1794, Conchali, Metropolitana"";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";"""""
"TRANSPORTES Y REPUESTOS TOWER SPA;""77990891-7"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";"""""
"TRANSTIERRA SPA;""76662899-0"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Gibson, GT-Oil, Ipone, Shinko"";"""";"""""
"TRINIDAD SPA;""77601828-7"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";""Claudio Leclerc"""
"TRISECA MINING SPA;""76694544-9"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Shinko"";"""";"""""
"TRX CHILE INVERSIONES LIMITADA;""76701802-9"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";""+56988800262"";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";"""""
"UTVPRO SPA;""77445482-9"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone, Shinko, Monkey"";"""";"""""
"VBNMEXPRESS SPA;""77993366-0"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Monkey"";"""";"""""
"VENEGAS ROJAS SPA;""77819156-3"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";""Sebastián Agusto"""
"VENTA REPUESTOS DE MOTOCICLETAS PAMELA ANDREA RIO.;""77381831-2"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone, Shinko"";"""";"""""
"VENTAS REP Y ACC Y MANTENCION VEHICULOS ALEJANDRO ALBERTO IBAÑEZ MORAN E.I.R.L.;""78.366.761-4"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";""+56933664896"";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";""Sebastián Agusto"""
"VENTAS REP. Y ACC. Y MANTENCION VEHICULOS ALEJANDRO ALBERTO IBAÑEZ MORAN EIRL;""78366761-4"";""Cliente"";""3"";""Tienda de repuestos"";"""";""Metropolitana"";""Pudahuel"";""+56933664896"";""AV. TENIENTE CRUZ 69, Pudahuel, Metropolitana"";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";"""""
"VENTAS Y SERVICIOS A47STORE SPA;""78111322-0"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";"""""
"VICENTE ANDRES CAMPOS DIAZ DE LA VEGA;""20284478-2"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";"""""
"VICENTE ANDRES COMINETTI ALLARD;""19322661-2"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";"""""
"VICENTE MOTORES SPA;""77008569-1"";""Cliente"";""3"";""Tienda de repuestos"";"""";""Valparaíso"";""Los Andes"";""+56990356088"";""Las Heras 191, Los Andes, Valparaíso"";"""";"""";""Retiro en tienda"";"""";"""";""Vicente"";"""";"""";""Ipone"";"""";""Claudio Leclerc"""
"VICTOR ALEXIS INOSTROZA MELO;""16674724-4"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Monkey"";"""";"""""
"VICTOR ANDRES BRAVO MARTINEZ;""17634578-0"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";"""""
"VICTOR ESTEBAN GALAZ LIZANA;""19215892-3"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";"""""
"VICTOR HUGO ZABALA ZABALA;""16093624-K"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";""Sebastián Agusto"""
"VICTOR MANUEL POVEDA SEPULVEDA;""16940075-K"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";"""""
"VILLAGRA INGENIER?A SPA;""76657662-1"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Shinko"";"""";"""""
"VILLAGRA MOTOR SPA;""77877835-1"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";"""""
"VINCENT YAMIL ROJAS GONZALEZ;""18278636-5"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";"""""
"VRMOTORACING SPA;""78.412.847-4"";""Cliente"";""3"";""Tienda de repuestos"";"""";""Metropolitana"";""San Ramon"";""569664300990"";""PARAGUAI 1318, SAN RAMMON 0, San Ramon, Metropolitana"";"""";"""";""Retiro en tienda"";"""";"""";""YAMIL VINCENT"";"""";"""";""Ipone"";"""";""Claudio Leclerc"""
"WALTER IGNACIO FLORES MONSALVE;""15657502-K"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";"""""
"WALTER MAURICIO BRENNING;""13455179-8"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Shinko"";"""";"""""
"WILLIAM ROBERT WILFRED BUXTON HERNANDO;""10969343-K"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Shinko"";"""";"""""
"WILLIAM ROBERTO BUSTOS LEIVA;""17448729-4"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";"""""
"WILLIAMSON BALFOUR MOTORS SPA;""96695420-5"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Bridgestone"";"""";"""""
"WITT Y WITT LIMITADA;""76377785-5"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Motoz"";"""";"""""
"WLACAR SPA;""76625935-9"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""GT-Oil, Ipone, Monkey"";"""";"""""
"XIMENA ANDREA CANCINO HIDALGO;""16480234-5"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";"""""
"XTREAMEMOTORS SPA;""78086307-2"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";"""""
"YBAR GARCELAN SOTO PIZARRO;""17385636-9"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Shinko"";"""";"""""
"YEIDER ENRIQUE NUNEZ SANDOVAL;""27016169-3"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";""Sebastián Agusto"""
"Yocars;""77234007-9"";""Cliente"";""3"";""Tienda de repuestos"";""Tienda"";"""";""Quinta Normal"";""+56 9 85269463"";""LOPE DE ULLOA 1799, Quinta Normal"";"""";"""";""Retiro en tienda"";"""";"""";""CARLOS"";"""";"""";"""";"""";"""""
"YUDITH FERNANDA FIGUEROA ERICES;""20095342-8"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Gibson"";"""";"""""
"ZAGREB SPA;""76202606-6"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Motoz, Shinko, Monkey, Bridgestone, Gibson, Ipone"";"""";"""""
"ZONA MX CHILE SPA;""78383199-6"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";"""""
"La Baliza Suc.;""77.890.216-K"";""Prospecto"";""3"";""Tienda de repuestos"";"""";"""";""Pte. Alto"";"""";""Gabriela Poniente 713, Pte. Alto"";"""";"""";""Retiro en tienda"";"""";"""";""Alfonso"";"""";"""";"""";"""";""Claudio Leclerc"""
"Assem Motos;"""";""Prospecto"";""3"";""Tienda de repuestos"";"""";"""";""San Joaquin"";""56 9 20858915"";""Salvador Allende 214, San Joaquin"";"""";"""";""Retiro en tienda"";"""";"""";""Martin"";"""";"""";"""";"""";""Claudio Leclerc"""
"El Chema;""77.880.447-8"";""Prospecto"";""3"";""Tienda de repuestos"";"""";""Metropolitana"";""Las Condes"";""56 9 85969649"";""Los Militares5620 of. 905, Las Condes, Metropolitana"";"""";"""";""Retiro en tienda"";"""";"""";""David Olguin"";"""";"""";"""";"""";""Claudio Leclerc"""
"Lubricentro G&M;"""";""Prospecto"";""3"";""Tienda de repuestos"";"""";"""";""Padre Hurtado"";""56 9 54885533"";""Brasilia 2414 Local B, Padre Hurtado"";"""";"""";""Retiro en tienda"";"""";"""";""Eduardo Gomez"";"""";"""";"""";"""";""Claudio Leclerc"""
"Red bickers;"""";""Prospecto"";""3"";""Tienda de repuestos"";"""";""Valparaíso"";""Viña"";"""";""13 NORTE 1186, Viña, Valparaíso"";"""";"""";""Retiro en tienda"";"""";"""";""Claudia"";"""";"""";"""";"""";""Claudio Leclerc"""
"All Motos;"""";""Prospecto"";""3"";""Tienda de repuestos"";"""";""Valparaíso"";""Valparaiso"";""993138646"";""Avda Argentina 827, Valparaiso, Valparaíso"";"""";"""";""Retiro en tienda"";"""";"""";""Geselle"";"""";"""";"""";"""";""Claudio Leclerc"""
"Zona Bikers;"""";""Lead"";""3"";""Tienda de repuestos"";"""";""Valparaíso"";""Viña"";""996091192"";""San Antonio 1159, Viña, Valparaíso"";"""";"""";""Retiro en tienda"";"""";"""";""Enrique"";"""";"""";"""";"""";""Claudio Leclerc"""
"Vivescooter;"""";""Prospecto"";""3"";""Tienda de repuestos"";"""";""Valparaíso"";""Viña"";""963385330"";""San Martin 458 L.15, Viña, Valparaíso"";"""";"""";""Retiro en tienda"";"""";"""";""Alberto"";"""";"""";"""";"""";""Claudio Leclerc"""
"Motosblott;"""";""Prospecto"";""3"";""Tienda de repuestos"";"""";""Valparaíso"";""Viña"";""973618954"";""Avda Concon 1616, Viña, Valparaíso"";"""";"""";""Retiro en tienda"";"""";"""";""Andreina"";"""";"""";"""";"""";""Claudio Leclerc"""
"VZ Motos;"""";""Prospecto"";""3"";""Tienda de repuestos"";"""";""Valparaíso"";""Reñaca"";""971519361"";""Avda. Borgoño 14191, Reñaca, Valparaíso"";"""";"""";""Retiro en tienda"";"""";"""";""Abril"";"""";"""";"""";"""";""Claudio Leclerc"""
"Moto Val;"""";""Prospecto"";""3"";""Tienda de repuestos"";"""";"""";""Valpo"";""984963923"";""Independencia 3062, Valpo"";"""";"""";""Retiro en tienda"";"""";"""";""Carlos"";"""";"""";"""";"""";""Claudio Leclerc"""
"Mach Motos;"""";""Prospecto"";""3"";""Tienda de repuestos"";"""";""Valparaíso"";""Viña"";""32 3148166"";""4 oriente 1264, Viña, Valparaíso"";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";""Claudio Leclerc"""
"Motor bike store Spa.;""77.673.593-0"";""Prospecto"";""3"";""Tienda de repuestos"";"""";"""";""La Ligua"";"""";""Esmeralda 103, La Ligua"";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";""Claudio Leclerc"""
"Natalia Varas Acuña;""19.071.272-9"";""Prospecto"";""3"";""Tienda de repuestos"";"""";"""";""Cabildo"";"""";""Ferrocarril 700, Cabildo"";"""";"""";""Retiro en tienda"";"""";"""";""Natalia"";"""";"""";"""";"""";""Claudio Leclerc"""
"Grunefeld;"""";""Prospecto"";""3"";""Tienda de repuestos"";"""";"""";""La Calera"";""983182144"";""Josefina 226, La Calera"";"""";"""";""Retiro en tienda"";"""";"""";""Javier Grunefeld"";"""";"""";"""";"""";""Claudio Leclerc"""
"Comercial Grunefeld;""77.308.687-9"";""Prospecto"";""3"";""Tienda de repuestos"";"""";"""";""San Felipe"";""983182144"";""Chacabuco 277, San Felipe"";"""";"""";""Retiro en tienda"";"""";"""";""Max Grunefeld"";"""";"""";"""";"""";""Claudio Leclerc"""
"Lorena  Pereira;""15.066.279-6"";""Prospecto"";""3"";""Tienda de repuestos"";"""";"""";""San Felipe"";"""";""Arturo Prat 1152, San Felipe"";"""";"""";""Retiro en tienda"";"""";"""";""Elena Pereira"";"""";"""";"""";"""";""Claudio Leclerc"""
"Azor Motor's;"""";""Lead"";""3"";""Tienda de repuestos"";"""";""Metropolitana"";""Estación Central"";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";""Sebastián Agusto"""
"NW Motos;"""";""Prospecto"";""3"";""Tienda de repuestos"";"""";""Metropolitana"";""Estación Central"";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";""Sebastián Agusto"""
"Repuestos para Motos;"""";""Lead"";""3"";""Tienda de repuestos"";"""";""Metropolitana"";""Estación Central"";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";""Sebastián Agusto"""
"Taller Moto;"""";""Prospecto"";""3"";""Tienda de repuestos"";"""";""Metropolitana"";""Estación Central"";""56992215389"";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";""Sebastián Agusto"""
"Zeta Motos;"""";""Prospecto"";""3"";""Tienda de repuestos"";"""";""Metropolitana"";""Estación Central"";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";""Sebastián Agusto"""
"Zona Rider;"""";""Prospecto"";""3"";""Tienda de repuestos"";"""";""Metropolitana"";""Estación Central"";""56937290201"";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";""Sebastián Agusto"""
"FMotors;"""";""Prospecto"";""3"";""Tienda de repuestos"";"""";""Metropolitana"";""La Florida"";""56979965702"";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";""Sebastián Agusto"""
"Ghost Racing;"""";""Prospecto"";""3"";""Tienda de repuestos"";"""";""Metropolitana"";""La Florida"";""56975899791"";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";""Sebastián Agusto"""
"JMD Motos;"""";""Prospecto"";""3"";""Tienda de repuestos"";"""";""Metropolitana"";""La Florida"";""56932658009"";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";""Sebastián Agusto"""
"Lubri Motos AG;"""";""Prospecto"";""3"";""Tienda de repuestos"";"""";""Metropolitana"";""La Florida"";""56959898434"";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";""Sebastián Agusto"""
"Moto Pasión JM;"""";""Lead"";""3"";""Tienda de repuestos"";"""";""Metropolitana"";""La Florida"";""56966327888"";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";""Sebastián Agusto"""
"Motos Colombia;"""";""Prospecto"";""3"";""Tienda de repuestos"";"""";""Metropolitana"";""La Florida"";""56952158485"";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";""Sebastián Agusto"""
"Oasis Motos;"""";""Prospecto"";""3"";""Tienda de repuestos"";"""";""Metropolitana"";""La Florida"";""56953809490"";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";""Sebastián Agusto"""
"Patito Motos;""76986442-3"";""Cliente"";""3"";""Tienda de repuestos"";"""";""Metropolitana"";""La Florida"";""56945089926"";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";""Sebastián Agusto"""
"Redmotos;"""";""Prospecto"";""3"";""Tienda de repuestos"";"""";""Metropolitana"";""La Florida"";""2233154894"";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";""Sebastián Agusto"""
"Top Line;"""";""Lead"";""3"";""Tienda de repuestos"";"""";""Metropolitana"";""La Florida"";""56985057073"";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";""Sebastián Agusto"""
"Zona Motos Pro;""Perdi el rut"";""Cliente"";""3"";""Tienda de repuestos"";"""";""Metropolitana"";""La Florida"";""56950764182"";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";""Sebastián Agusto"""
"JYC Motors;"""";""Prospecto"";""3"";""Tienda de repuestos"";"""";"""";""Lo Prado"";""56994345489"";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";""Sebastián Agusto"""
"Cano Motor Bikes;"""";""Prospecto"";""3"";""Tienda de repuestos"";"""";""Metropolitana"";""Maipú"";""56986966837"";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";""Sebastián Agusto"""
"Infinity Motors;"""";""Prospecto"";""3"";""Tienda de repuestos"";"""";""Metropolitana"";""Maipú"";""56982253279"";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";""Sebastián Agusto"""
"La Casa del Auto;"""";""Prospecto"";""3"";""Tienda de repuestos"";"""";""Metropolitana"";""Maipú"";""56940957440"";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";""Sebastián Agusto"""
